optimal_tour,optimal_tour_length,transformer_tour,transformer_tour_length,score,time
"{1, 15, 12, 9, 13, 11, 6, 10, 14, 20, 19, 4, 17, 2, 18, 16, 7, 3, 5, 8, 1}",3.868183,"{1, 8, 5, 3, 7, 16, 18, 17, 4, 19, 20, 2, 14, 10, 6, 11, 13, 9, 12, 15, 1}",3.887056,0.004879,0.030191
"{1, 12, 17, 3, 10, 15, 20, 9, 19, 4, 5, 16, 18, 14, 6, 8, 7, 13, 11, 2, 1}",4.291344,"{1, 12, 17, 3, 10, 15, 20, 9, 19, 4, 5, 16, 18, 14, 6, 8, 7, 13, 11, 2, 1}",4.291344,0.000000,0.030341
"{1, 3, 9, 19, 10, 8, 14, 15, 2, 17, 11, 16, 7, 5, 13, 4, 18, 20, 12, 6, 1}",3.604971,"{1, 6, 12, 20, 18, 4, 13, 5, 7, 16, 11, 17, 2, 15, 14, 8, 10, 19, 9, 3, 1}",3.604971,0.000000,0.030383
"{1, 12, 14, 19, 15, 2, 20, 9, 16, 4, 6, 3, 13, 17, 10, 7, 11, 5, 18, 8, 1}",4.039859,"{1, 12, 14, 19, 15, 2, 20, 9, 16, 4, 6, 3, 13, 17, 10, 7, 11, 5, 18, 8, 1}",4.039859,0.000000,0.030408
"{1, 10, 18, 9, 12, 20, 11, 14, 16, 3, 6, 15, 2, 5, 19, 8, 13, 7, 17, 4, 1}",3.767145,"{1, 4, 17, 7, 13, 8, 2, 19, 5, 6, 15, 3, 16, 14, 11, 20, 12, 9, 18, 10, 1}",3.797490,0.008055,0.030433
"{1, 9, 8, 16, 10, 6, 18, 13, 4, 19, 15, 3, 11, 2, 12, 7, 17, 14, 5, 20, 1}",3.180295,"{1, 20, 9, 8, 16, 10, 6, 18, 13, 4, 19, 15, 3, 11, 12, 2, 7, 17, 14, 5, 1}",3.185294,0.001572,0.030248
"{1, 19, 5, 14, 16, 15, 3, 18, 10, 12, 2, 6, 11, 17, 7, 4, 9, 13, 8, 20, 1}",3.744747,"{1, 19, 5, 14, 16, 15, 3, 18, 10, 12, 2, 6, 11, 17, 7, 4, 9, 13, 8, 20, 1}",3.744747,0.000000,0.030432
"{1, 6, 18, 16, 9, 7, 19, 4, 14, 8, 12, 5, 2, 13, 10, 17, 15, 11, 20, 3, 1}",3.447079,"{1, 3, 20, 11, 15, 17, 10, 13, 2, 5, 12, 8, 14, 4, 19, 7, 9, 16, 18, 6, 1}",3.447079,0.000000,0.030559
"{1, 3, 4, 18, 11, 19, 5, 13, 20, 10, 16, 17, 7, 8, 14, 2, 12, 15, 6, 9, 1}",3.819378,"{1, 9, 6, 15, 12, 2, 14, 8, 7, 17, 16, 10, 11, 18, 20, 13, 5, 19, 4, 3, 1}",3.821882,0.000656,0.030404
"{1, 10, 13, 7, 3, 8, 16, 6, 19, 5, 17, 15, 9, 14, 12, 4, 2, 11, 18, 20, 1}",4.224919,"{1, 20, 18, 14, 12, 4, 11, 2, 3, 8, 7, 13, 10, 15, 9, 17, 5, 19, 6, 16, 1}",4.637971,0.097766,0.030298
"{1, 6, 13, 5, 2, 14, 10, 16, 4, 3, 9, 15, 17, 12, 8, 19, 18, 11, 20, 7, 1}",4.371089,"{1, 7, 20, 11, 18, 19, 8, 12, 17, 15, 9, 3, 4, 16, 10, 14, 2, 5, 13, 6, 1}",4.371089,0.000000,0.030617
"{1, 6, 9, 4, 12, 3, 15, 5, 2, 16, 14, 8, 10, 13, 19, 18, 17, 20, 7, 11, 1}",3.910384,"{1, 11, 7, 20, 17, 18, 19, 13, 10, 8, 14, 16, 2, 5, 15, 3, 12, 4, 9, 6, 1}",3.910384,0.000000,0.030237
"{1, 11, 12, 18, 5, 9, 15, 8, 3, 19, 17, 2, 20, 14, 10, 16, 7, 4, 6, 13, 1}",3.826044,"{1, 11, 12, 18, 5, 9, 15, 2, 20, 14, 10, 17, 3, 8, 19, 16, 7, 4, 6, 13, 1}",3.848865,0.005965,0.030268
"{1, 18, 14, 2, 12, 6, 15, 16, 17, 13, 8, 10, 19, 9, 11, 5, 3, 4, 7, 20, 1}",3.434660,"{1, 20, 7, 4, 3, 5, 11, 9, 19, 10, 8, 13, 17, 16, 15, 6, 12, 2, 14, 18, 1}",3.434660,0.000000,0.030462
"{1, 6, 10, 5, 7, 15, 20, 16, 17, 13, 2, 12, 19, 11, 9, 14, 3, 18, 8, 4, 1}",3.368577,"{1, 6, 10, 5, 7, 15, 20, 16, 17, 13, 2, 12, 19, 11, 9, 14, 3, 18, 8, 4, 1}",3.368577,0.000000,0.030294
"{1, 13, 3, 12, 9, 5, 15, 14, 10, 19, 7, 4, 6, 17, 20, 2, 8, 16, 18, 11, 1}",4.083654,"{1, 13, 3, 12, 9, 5, 15, 14, 10, 19, 7, 4, 6, 17, 20, 2, 8, 16, 18, 11, 1}",4.083654,0.000000,0.030308
"{1, 11, 2, 8, 5, 7, 18, 3, 19, 17, 9, 14, 20, 10, 15, 16, 13, 12, 6, 4, 1}",3.653469,"{1, 4, 6, 12, 13, 16, 15, 10, 20, 14, 9, 17, 19, 3, 18, 7, 5, 8, 2, 11, 1}",3.653468,0.000000,0.030374
"{1, 11, 18, 8, 17, 19, 5, 14, 10, 4, 6, 9, 7, 13, 15, 16, 2, 20, 3, 12, 1}",3.734405,"{1, 12, 16, 15, 2, 20, 3, 18, 8, 17, 19, 5, 14, 10, 6, 9, 13, 7, 4, 11, 1}",3.759347,0.006679,0.030331
"{1, 17, 15, 8, 11, 2, 5, 16, 7, 4, 20, 12, 13, 6, 9, 14, 3, 18, 19, 10, 1}",3.776909,"{1, 17, 15, 8, 11, 2, 5, 7, 16, 4, 20, 12, 13, 6, 9, 14, 3, 18, 19, 10, 1}",3.778773,0.000494,0.030682
"{1, 16, 14, 4, 7, 2, 19, 18, 13, 6, 10, 3, 15, 8, 5, 12, 20, 17, 11, 9, 1}",3.564073,"{1, 16, 14, 4, 7, 2, 19, 18, 13, 6, 10, 3, 15, 8, 5, 12, 20, 17, 11, 9, 1}",3.564073,0.000000,0.030362
"{1, 4, 7, 3, 18, 17, 8, 2, 14, 15, 11, 5, 20, 6, 10, 16, 9, 13, 12, 19, 1}",4.114640,"{1, 4, 7, 3, 11, 15, 18, 17, 8, 2, 14, 16, 10, 6, 20, 5, 9, 13, 12, 19, 1}",4.156300,0.010125,0.030253
"{1, 6, 7, 11, 10, 12, 19, 9, 5, 20, 14, 16, 8, 2, 4, 18, 3, 15, 17, 13, 1}",3.756967,"{1, 6, 13, 17, 15, 3, 18, 4, 2, 8, 16, 14, 20, 5, 9, 19, 12, 10, 11, 7, 1}",3.762786,0.001549,0.030219
"{1, 7, 11, 8, 20, 17, 2, 12, 4, 10, 5, 13, 9, 19, 14, 16, 6, 15, 3, 18, 1}",3.908983,"{1, 18, 3, 15, 6, 16, 14, 19, 9, 13, 5, 10, 4, 12, 2, 17, 20, 8, 11, 7, 1}",3.908983,0.000000,0.030251
"{1, 6, 19, 12, 13, 11, 17, 9, 8, 20, 5, 16, 7, 2, 3, 14, 10, 15, 4, 18, 1}",3.948284,"{1, 6, 19, 11, 17, 9, 4, 18, 15, 10, 14, 3, 2, 7, 16, 5, 20, 8, 12, 13, 1}",4.147816,0.050536,0.030005
"{1, 2, 9, 18, 8, 5, 3, 12, 15, 11, 10, 4, 20, 16, 7, 19, 6, 13, 14, 17, 1}",3.237448,"{1, 17, 14, 13, 6, 19, 7, 16, 20, 4, 10, 11, 15, 12, 3, 5, 8, 18, 9, 2, 1}",3.237449,0.000000,0.030186
"{1, 3, 14, 11, 7, 16, 6, 12, 15, 10, 13, 19, 17, 20, 5, 18, 8, 9, 4, 2, 1}",3.467592,"{1, 3, 14, 11, 7, 16, 6, 12, 15, 10, 13, 19, 17, 20, 2, 4, 9, 8, 18, 5, 1}",3.540180,0.020933,0.030343
"{1, 16, 14, 7, 15, 12, 4, 13, 18, 19, 20, 9, 11, 3, 5, 6, 8, 10, 17, 2, 1}",4.213658,"{1, 16, 14, 7, 15, 12, 4, 13, 11, 3, 5, 6, 10, 8, 9, 20, 19, 18, 17, 2, 1}",4.238165,0.005816,0.030131
"{1, 12, 16, 15, 2, 6, 9, 17, 19, 7, 4, 13, 11, 18, 10, 14, 5, 8, 3, 20, 1}",3.899133,"{1, 20, 3, 8, 5, 14, 10, 18, 11, 13, 4, 7, 19, 17, 9, 6, 2, 15, 16, 12, 1}",3.899133,0.000000,0.030203
"{1, 12, 9, 4, 2, 16, 5, 18, 10, 8, 6, 11, 13, 19, 20, 14, 7, 15, 3, 17, 1}",4.326613,"{1, 12, 9, 4, 2, 16, 5, 18, 10, 8, 6, 11, 13, 19, 7, 14, 20, 15, 3, 17, 1}",4.332975,0.001471,0.030815
"{1, 13, 6, 4, 19, 11, 10, 14, 17, 18, 8, 16, 9, 2, 3, 15, 7, 20, 5, 12, 1}",3.824672,"{1, 12, 19, 11, 10, 14, 4, 17, 18, 8, 16, 9, 2, 3, 15, 7, 5, 20, 13, 6, 1}",3.899774,0.019636,0.030245
"{1, 9, 13, 2, 17, 12, 18, 14, 8, 19, 20, 7, 10, 6, 3, 15, 16, 4, 11, 5, 1}",4.197872,"{1, 5, 9, 13, 2, 17, 12, 18, 14, 8, 19, 20, 7, 10, 6, 3, 16, 15, 4, 11, 1}",4.282230,0.020096,0.030224
"{1, 5, 4, 9, 14, 2, 12, 17, 7, 16, 13, 20, 15, 3, 6, 8, 10, 19, 18, 11, 1}",3.925661,"{1, 5, 4, 9, 11, 18, 19, 10, 8, 6, 3, 15, 20, 13, 16, 7, 17, 12, 2, 14, 1}",4.252914,0.083362,0.030257
"{1, 5, 7, 4, 16, 9, 12, 15, 20, 19, 14, 10, 3, 11, 13, 2, 18, 17, 6, 8, 1}",4.104059,"{1, 8, 6, 17, 18, 2, 13, 11, 3, 10, 16, 9, 12, 15, 4, 7, 5, 19, 14, 20, 1}",4.248290,0.035144,0.030127
"{1, 8, 17, 14, 3, 5, 12, 4, 6, 15, 9, 16, 19, 2, 7, 10, 11, 13, 18, 20, 1}",4.291712,"{1, 8, 17, 14, 3, 5, 12, 4, 6, 15, 9, 16, 19, 2, 7, 10, 11, 13, 18, 20, 1}",4.291712,0.000000,0.030265
"{1, 4, 17, 19, 12, 15, 8, 9, 3, 16, 5, 7, 2, 11, 14, 6, 10, 20, 18, 13, 1}",3.500055,"{1, 4, 17, 19, 12, 15, 8, 9, 3, 16, 5, 7, 2, 11, 14, 6, 10, 20, 18, 13, 1}",3.500055,0.000000,0.030068
"{1, 16, 19, 11, 7, 8, 5, 20, 18, 12, 15, 3, 2, 9, 14, 6, 13, 17, 10, 4, 1}",3.894016,"{1, 19, 11, 7, 8, 5, 20, 18, 12, 15, 3, 2, 9, 14, 6, 13, 17, 10, 4, 16, 1}",3.901532,0.001930,0.030281
"{1, 15, 19, 11, 20, 8, 5, 13, 12, 14, 10, 18, 7, 4, 17, 2, 16, 3, 6, 9, 1}",3.857018,"{1, 15, 9, 6, 3, 16, 2, 17, 4, 7, 18, 10, 14, 12, 13, 5, 8, 20, 11, 19, 1}",3.858138,0.000290,0.030188
"{1, 6, 9, 12, 18, 10, 17, 3, 16, 7, 4, 8, 13, 2, 15, 11, 14, 20, 5, 19, 1}",3.806720,"{1, 19, 5, 20, 14, 11, 15, 2, 13, 8, 4, 7, 16, 3, 17, 10, 18, 12, 9, 6, 1}",3.806720,0.000000,0.030123
"{1, 7, 8, 11, 6, 4, 5, 9, 19, 18, 20, 2, 3, 10, 14, 13, 12, 16, 17, 15, 1}",3.423319,"{1, 15, 17, 16, 12, 13, 14, 10, 3, 2, 20, 18, 19, 9, 5, 4, 6, 11, 8, 7, 1}",3.423319,0.000000,0.030158
"{1, 3, 13, 7, 18, 11, 20, 17, 2, 12, 19, 8, 10, 9, 4, 5, 16, 15, 14, 6, 1}",4.527590,"{1, 3, 13, 7, 18, 11, 20, 12, 17, 2, 19, 8, 10, 9, 4, 5, 16, 15, 14, 6, 1}",4.534150,0.001449,0.030072
"{1, 17, 19, 10, 4, 15, 14, 8, 6, 16, 11, 7, 18, 2, 12, 13, 3, 20, 9, 5, 1}",3.699015,"{1, 5, 9, 20, 3, 13, 12, 2, 18, 7, 11, 16, 6, 8, 14, 15, 4, 10, 19, 17, 1}",3.699015,0.000000,0.030220
"{1, 6, 11, 13, 19, 14, 17, 4, 12, 20, 5, 7, 8, 15, 16, 9, 3, 18, 2, 10, 1}",4.341424,"{1, 6, 11, 13, 19, 14, 17, 4, 12, 20, 9, 16, 3, 18, 15, 5, 7, 8, 2, 10, 1}",4.342955,0.000353,0.030313
"{1, 11, 12, 19, 18, 4, 6, 10, 17, 7, 8, 2, 9, 20, 13, 3, 14, 5, 16, 15, 1}",3.593482,"{1, 15, 16, 5, 14, 3, 13, 20, 9, 2, 8, 7, 17, 10, 6, 4, 18, 19, 12, 11, 1}",3.593482,0.000000,0.030033
"{1, 6, 15, 11, 3, 2, 14, 19, 10, 12, 20, 4, 9, 16, 5, 13, 18, 17, 7, 8, 1}",4.044557,"{1, 6, 15, 11, 3, 2, 14, 19, 10, 12, 20, 4, 9, 16, 5, 13, 18, 17, 7, 8, 1}",4.044557,0.000000,0.030435
"{1, 6, 12, 18, 14, 20, 15, 17, 8, 9, 10, 5, 19, 4, 13, 3, 7, 2, 16, 11, 1}",4.169006,"{1, 6, 12, 18, 14, 20, 15, 17, 8, 9, 10, 5, 19, 4, 13, 3, 7, 2, 16, 11, 1}",4.169006,0.000000,0.030001
"{1, 18, 15, 17, 16, 9, 8, 5, 7, 13, 10, 20, 14, 2, 19, 3, 11, 4, 6, 12, 1}",4.237088,"{1, 18, 7, 13, 10, 20, 14, 2, 19, 3, 11, 16, 17, 9, 5, 8, 15, 4, 6, 12, 1}",4.393740,0.036972,0.030563
"{1, 8, 14, 19, 13, 9, 20, 6, 16, 5, 17, 2, 15, 18, 4, 7, 11, 10, 3, 12, 1}",4.075631,"{1, 8, 14, 19, 13, 9, 20, 6, 16, 5, 17, 2, 15, 18, 4, 7, 11, 10, 3, 12, 1}",4.075631,0.000000,0.030371
"{1, 13, 4, 17, 18, 5, 19, 14, 20, 3, 8, 10, 2, 7, 9, 16, 15, 11, 12, 6, 1}",4.087733,"{1, 6, 12, 11, 15, 16, 9, 7, 2, 10, 8, 3, 20, 14, 19, 5, 18, 17, 4, 13, 1}",4.087733,0.000000,0.030320
"{1, 2, 12, 8, 7, 17, 14, 20, 9, 13, 15, 3, 10, 11, 6, 18, 4, 16, 19, 5, 1}",4.168923,"{1, 2, 7, 17, 14, 20, 9, 13, 15, 3, 10, 11, 6, 18, 4, 16, 19, 5, 8, 12, 1}",4.204667,0.008574,0.030282
"{1, 18, 20, 12, 3, 15, 2, 6, 13, 7, 8, 17, 9, 5, 11, 19, 16, 10, 14, 4, 1}",3.492835,"{1, 4, 14, 9, 17, 8, 7, 13, 6, 2, 15, 3, 11, 5, 16, 10, 19, 12, 20, 18, 1}",3.500981,0.002332,0.030290
"{1, 16, 4, 8, 18, 2, 17, 14, 10, 9, 15, 11, 5, 12, 19, 6, 7, 20, 13, 3, 1}",3.943575,"{1, 3, 13, 20, 7, 6, 19, 12, 5, 11, 15, 9, 10, 14, 17, 2, 18, 8, 4, 16, 1}",3.943576,0.000000,0.030069
"{1, 6, 9, 5, 16, 8, 19, 12, 20, 11, 14, 10, 15, 3, 18, 4, 13, 17, 7, 2, 1}",4.175943,"{1, 2, 7, 17, 16, 8, 13, 4, 18, 3, 15, 19, 12, 20, 10, 14, 11, 5, 6, 9, 1}",4.216989,0.009829,0.030614
"{1, 8, 19, 20, 7, 2, 4, 18, 9, 12, 13, 14, 17, 15, 3, 11, 6, 5, 10, 16, 1}",3.739150,"{1, 16, 10, 5, 6, 11, 3, 15, 17, 14, 13, 12, 9, 18, 4, 2, 7, 20, 19, 8, 1}",3.739150,0.000000,0.030184
"{1, 12, 2, 3, 8, 10, 7, 9, 4, 11, 16, 19, 6, 17, 18, 5, 20, 13, 14, 15, 1}",3.776725,"{1, 12, 2, 8, 3, 10, 7, 9, 4, 11, 16, 19, 6, 17, 18, 5, 20, 13, 14, 15, 1}",3.784072,0.001945,0.030907
"{1, 3, 5, 20, 12, 13, 15, 17, 2, 16, 10, 14, 7, 19, 11, 18, 4, 6, 9, 8, 1}",3.604669,"{1, 8, 9, 6, 4, 18, 11, 19, 7, 14, 10, 16, 2, 17, 15, 13, 12, 20, 5, 3, 1}",3.604668,0.000000,0.030054
"{1, 3, 12, 20, 19, 4, 13, 8, 11, 5, 7, 14, 16, 9, 10, 17, 15, 2, 6, 18, 1}",3.739517,"{1, 18, 6, 15, 17, 2, 9, 16, 10, 8, 14, 7, 5, 11, 13, 4, 19, 20, 12, 3, 1}",3.759042,0.005221,0.030400
"{1, 18, 17, 2, 14, 19, 5, 12, 11, 7, 9, 15, 16, 20, 10, 3, 13, 6, 8, 4, 1}",3.751412,"{1, 18, 17, 2, 14, 19, 5, 12, 11, 7, 9, 15, 16, 20, 10, 3, 13, 6, 8, 4, 1}",3.751412,0.000000,0.030430
"{1, 18, 15, 14, 9, 4, 7, 20, 16, 17, 11, 19, 2, 12, 13, 3, 8, 10, 5, 6, 1}",4.169017,"{1, 6, 5, 10, 8, 3, 13, 12, 2, 19, 11, 17, 16, 20, 7, 4, 9, 14, 15, 18, 1}",4.169017,0.000000,0.030353
"{1, 10, 2, 18, 5, 13, 17, 11, 4, 9, 15, 19, 8, 12, 6, 7, 16, 3, 20, 14, 1}",3.559591,"{1, 14, 20, 3, 6, 12, 16, 7, 8, 19, 15, 9, 4, 11, 17, 13, 5, 18, 2, 10, 1}",3.594790,0.009888,0.030227
"{1, 9, 19, 12, 2, 11, 6, 7, 17, 13, 3, 20, 16, 14, 10, 15, 5, 8, 4, 18, 1}",3.990567,"{1, 18, 4, 8, 5, 15, 10, 14, 16, 3, 20, 13, 17, 7, 6, 11, 12, 2, 19, 9, 1}",4.012104,0.005397,0.030289
"{1, 5, 4, 13, 9, 7, 6, 2, 8, 16, 18, 10, 12, 3, 14, 20, 17, 11, 19, 15, 1}",3.572806,"{1, 5, 4, 13, 9, 7, 6, 2, 8, 16, 18, 10, 12, 3, 14, 20, 17, 11, 19, 15, 1}",3.572806,0.000000,0.030259
"{1, 20, 18, 5, 4, 15, 2, 9, 13, 7, 8, 14, 3, 12, 17, 10, 6, 11, 19, 16, 1}",3.481923,"{1, 16, 19, 11, 6, 10, 17, 8, 7, 13, 9, 14, 12, 3, 20, 2, 15, 4, 5, 18, 1}",3.498138,0.004657,0.031315
"{1, 17, 6, 8, 2, 14, 7, 9, 10, 15, 5, 3, 18, 16, 11, 19, 13, 12, 4, 20, 1}",3.936353,"{1, 20, 18, 3, 16, 11, 19, 13, 12, 4, 17, 6, 8, 2, 14, 7, 9, 10, 15, 5, 1}",3.979542,0.010972,0.030297
"{1, 9, 19, 4, 2, 14, 7, 10, 15, 11, 12, 5, 6, 20, 16, 17, 13, 8, 3, 18, 1}",3.846471,"{1, 18, 3, 8, 13, 17, 16, 20, 6, 5, 12, 11, 15, 10, 7, 14, 2, 4, 19, 9, 1}",3.846470,0.000000,0.030259
"{1, 17, 4, 6, 18, 3, 16, 13, 12, 10, 15, 9, 5, 14, 2, 11, 7, 19, 20, 8, 1}",3.366843,"{1, 8, 20, 19, 7, 11, 2, 14, 5, 9, 15, 10, 12, 13, 16, 3, 18, 6, 4, 17, 1}",3.366843,0.000000,0.030458
"{1, 10, 2, 8, 11, 15, 9, 6, 3, 12, 5, 16, 14, 20, 7, 19, 4, 18, 17, 13, 1}",3.595557,"{1, 13, 17, 18, 4, 7, 19, 20, 14, 16, 5, 12, 3, 6, 9, 15, 11, 8, 2, 10, 1}",3.625548,0.008341,0.030464
"{1, 3, 19, 15, 14, 11, 6, 8, 12, 4, 2, 9, 5, 16, 17, 7, 10, 20, 13, 18, 1}",3.971277,"{1, 3, 18, 13, 20, 10, 7, 17, 16, 5, 9, 2, 4, 12, 8, 6, 11, 14, 19, 15, 1}",4.037755,0.016740,0.030602
"{1, 14, 18, 11, 12, 17, 7, 10, 19, 5, 20, 13, 8, 15, 2, 4, 9, 6, 3, 16, 1}",3.859486,"{1, 16, 3, 6, 9, 4, 2, 15, 8, 13, 20, 5, 19, 10, 7, 17, 12, 11, 18, 14, 1}",3.859486,0.000000,0.030473
"{1, 17, 15, 7, 18, 14, 2, 10, 6, 11, 8, 5, 16, 20, 13, 9, 19, 3, 4, 12, 1}",3.472062,"{1, 17, 3, 19, 9, 15, 7, 18, 14, 2, 10, 6, 11, 8, 5, 16, 20, 13, 4, 12, 1}",3.503162,0.008957,0.030065
"{1, 13, 10, 11, 17, 14, 3, 9, 12, 5, 18, 15, 6, 20, 16, 19, 7, 8, 2, 4, 1}",4.128258,"{1, 4, 2, 8, 7, 19, 16, 20, 6, 15, 18, 5, 12, 9, 3, 14, 17, 11, 10, 13, 1}",4.128258,0.000000,0.030227
"{1, 11, 2, 12, 19, 9, 20, 4, 3, 7, 18, 14, 13, 8, 16, 5, 17, 10, 15, 6, 1}",3.522179,"{1, 11, 2, 12, 19, 9, 20, 4, 3, 7, 18, 14, 13, 8, 16, 5, 17, 10, 15, 6, 1}",3.522179,0.000000,0.030468
"{1, 13, 4, 7, 18, 2, 19, 16, 12, 15, 17, 14, 6, 8, 3, 5, 20, 10, 11, 9, 1}",3.346968,"{1, 9, 11, 10, 20, 5, 3, 8, 6, 14, 17, 15, 12, 16, 19, 2, 18, 7, 4, 13, 1}",3.346968,0.000000,0.030343
"{1, 5, 19, 12, 9, 6, 14, 4, 20, 3, 10, 13, 17, 2, 16, 8, 7, 18, 11, 15, 1}",4.473038,"{1, 15, 7, 11, 18, 10, 3, 20, 4, 14, 5, 19, 6, 9, 12, 16, 2, 17, 13, 8, 1}",4.513247,0.008989,0.030281
"{1, 5, 7, 20, 6, 19, 2, 15, 11, 13, 12, 4, 10, 9, 16, 14, 18, 8, 17, 3, 1}",3.786224,"{1, 5, 7, 20, 6, 19, 2, 15, 11, 13, 12, 4, 10, 9, 16, 14, 18, 8, 3, 17, 1}",3.786140,-0.000022,0.030151
"{1, 9, 17, 4, 16, 3, 12, 14, 10, 15, 6, 13, 11, 5, 8, 19, 18, 2, 7, 20, 1}",4.242189,"{1, 20, 7, 2, 18, 19, 8, 5, 11, 6, 13, 9, 17, 4, 16, 3, 10, 15, 12, 14, 1}",4.663004,0.099198,0.030169
"{1, 3, 9, 17, 7, 13, 4, 15, 14, 20, 8, 2, 12, 6, 5, 16, 18, 10, 11, 19, 1}",3.424721,"{1, 19, 11, 10, 18, 16, 5, 6, 12, 2, 8, 20, 4, 14, 15, 13, 7, 17, 9, 3, 1}",3.446707,0.006420,0.030083
"{1, 4, 12, 7, 8, 14, 9, 11, 3, 6, 17, 16, 20, 10, 2, 13, 5, 19, 18, 15, 1}",4.112452,"{1, 4, 12, 8, 7, 14, 9, 11, 3, 6, 17, 16, 20, 10, 2, 13, 5, 19, 18, 15, 1}",4.112112,-0.000083,0.030235
"{1, 7, 5, 3, 12, 19, 4, 2, 11, 13, 8, 6, 10, 16, 9, 18, 20, 14, 15, 17, 1}",3.562163,"{1, 17, 15, 14, 20, 18, 9, 16, 10, 6, 8, 13, 11, 2, 4, 19, 12, 3, 5, 7, 1}",3.562163,0.000000,0.030154
"{1, 19, 8, 16, 15, 11, 18, 17, 10, 14, 2, 20, 5, 4, 13, 3, 12, 6, 9, 7, 1}",3.446663,"{1, 19, 7, 9, 6, 12, 3, 13, 4, 5, 20, 2, 14, 10, 17, 11, 18, 15, 16, 8, 1}",3.463341,0.004839,0.029961
"{1, 3, 18, 8, 15, 11, 13, 5, 4, 16, 17, 19, 20, 10, 14, 6, 7, 2, 9, 12, 1}",3.809865,"{1, 12, 2, 9, 7, 6, 14, 10, 20, 19, 17, 16, 4, 5, 13, 11, 15, 8, 18, 3, 1}",3.828097,0.004785,0.030237
"{1, 2, 4, 16, 5, 7, 3, 9, 12, 10, 15, 18, 17, 13, 6, 8, 11, 14, 19, 20, 1}",3.789259,"{1, 20, 19, 14, 11, 8, 6, 13, 17, 18, 15, 10, 12, 9, 3, 7, 5, 16, 4, 2, 1}",3.789259,0.000000,0.030080
"{1, 6, 20, 2, 9, 5, 4, 17, 7, 12, 16, 3, 13, 19, 18, 10, 11, 8, 15, 14, 1}",4.255272,"{1, 14, 15, 8, 11, 10, 18, 19, 13, 3, 16, 7, 12, 17, 4, 5, 9, 2, 20, 6, 1}",4.264297,0.002121,0.030211
"{1, 12, 4, 6, 16, 7, 14, 15, 11, 2, 17, 9, 8, 18, 20, 19, 3, 5, 13, 10, 1}",3.809266,"{1, 10, 13, 5, 3, 19, 20, 18, 8, 9, 17, 11, 2, 15, 14, 7, 6, 16, 4, 12, 1}",3.817166,0.002074,0.030335
"{1, 15, 6, 20, 7, 9, 5, 8, 4, 13, 2, 19, 16, 3, 14, 10, 12, 18, 11, 17, 1}",3.986434,"{1, 17, 11, 18, 12, 10, 14, 3, 16, 19, 2, 4, 8, 5, 9, 7, 13, 20, 6, 15, 1}",3.987599,0.000292,0.030054
"{1, 7, 12, 16, 11, 4, 3, 17, 6, 10, 9, 20, 15, 18, 5, 8, 2, 13, 19, 14, 1}",4.284057,"{1, 14, 19, 7, 12, 16, 11, 4, 3, 17, 6, 10, 9, 20, 15, 18, 5, 8, 2, 13, 1}",4.426680,0.033291,0.030185
"{1, 6, 19, 12, 17, 18, 16, 13, 3, 20, 9, 10, 15, 14, 7, 8, 5, 2, 4, 11, 1}",3.393337,"{1, 6, 19, 12, 17, 18, 16, 13, 3, 20, 9, 10, 15, 14, 7, 8, 5, 2, 4, 11, 1}",3.393337,0.000000,0.030193
"{1, 9, 14, 5, 19, 7, 4, 20, 3, 6, 13, 2, 18, 8, 10, 12, 11, 16, 15, 17, 1}",3.681119,"{1, 17, 15, 16, 11, 12, 10, 8, 18, 2, 13, 6, 3, 20, 4, 19, 7, 5, 14, 9, 1}",3.688351,0.001965,0.030201
"{1, 14, 4, 6, 16, 17, 13, 8, 9, 19, 15, 10, 11, 20, 12, 2, 7, 18, 5, 3, 1}",3.713806,"{1, 14, 4, 6, 16, 17, 13, 8, 9, 19, 10, 15, 11, 20, 12, 2, 7, 18, 5, 3, 1}",3.715631,0.000491,0.030131
"{1, 20, 11, 8, 10, 3, 13, 12, 15, 6, 14, 4, 5, 16, 17, 2, 18, 9, 19, 7, 1}",3.753927,"{1, 20, 11, 8, 10, 3, 13, 12, 15, 6, 14, 4, 5, 16, 17, 2, 18, 9, 19, 7, 1}",3.753927,0.000000,0.030217
"{1, 10, 18, 7, 19, 15, 14, 12, 4, 6, 3, 20, 13, 17, 5, 16, 8, 2, 11, 9, 1}",3.972034,"{1, 10, 18, 7, 19, 15, 14, 12, 4, 6, 3, 20, 13, 17, 5, 16, 8, 2, 11, 9, 1}",3.972034,0.000000,0.030031
"{1, 18, 12, 7, 3, 11, 17, 19, 4, 15, 5, 14, 8, 10, 13, 2, 9, 16, 6, 20, 1}",4.225744,"{1, 18, 12, 7, 3, 11, 17, 19, 4, 15, 5, 8, 14, 10, 13, 2, 9, 16, 6, 20, 1}",4.230563,0.001140,0.029981
"{1, 20, 12, 16, 6, 4, 14, 3, 2, 18, 9, 7, 11, 15, 13, 19, 5, 17, 10, 8, 1}",3.688311,"{1, 8, 10, 17, 5, 19, 13, 15, 11, 7, 9, 18, 4, 2, 3, 14, 6, 16, 12, 20, 1}",3.692097,0.001027,0.030234
"{1, 20, 5, 14, 2, 15, 13, 17, 10, 9, 18, 11, 3, 7, 8, 12, 19, 16, 6, 4, 1}",3.391784,"{1, 4, 6, 16, 19, 12, 8, 7, 3, 11, 18, 9, 10, 17, 13, 15, 2, 14, 5, 20, 1}",3.391783,0.000000,0.030158
